group,layer,opponent,n_inputs,mean_logp_margin
F12,19,C2,16,4.6010743379592896
F12,20,C2,16,3.95648193359375
F12,21,C2,16,6.8413087129592896
F12,22,C2,16,4.031250059604645
F12,23,C2,16,5.806640595197678
F12,24,C2,16,7.082031309604645
F12,25,C2,16,8.902343660593033
F12,26,C2,16,8.4921875
F12,27,C2,16,11.57421875
F12,28,C2,16,12.058593839406967
F12,29,C2,16,13.835937440395355
F12,30,C2,16,7.75781249627471
F12,31,C2,16,9.6171875
F12,32,C2,16,3.3046875074505806
F01,0,C3,16,-1.728515625
F01,1,C3,16,1.8385181427001953
F01,2,C3,16,0.651611328125
F01,3,C3,16,1.0145263671875
F01,4,C3,16,0.48828887939453125
F01,5,C3,16,0.8193283081054688
F01,6,C3,16,4.323486328125
F01,7,C3,16,0.343841552734375
F01,8,C3,16,-1.6123046875
F01,9,C3,16,-1.511902093887329
F01,10,C3,16,-3.869125485420227
F01,11,C3,16,-1.9981690645217896
F01,12,C3,16,-3.1933594346046448
F01,13,C3,16,-7.7998046875
F01,14,C3,16,-4.24057012796402
F01,15,C3,16,-2.6428221464157104
F01,16,C3,16,-5.761657893657684
F01,17,C3,16,1.0049439072608948
F01,18,C3,16,3.7174071669578552
F01,19,C3,16,2.999642252922058
F01,20,C3,16,5.744994938373566
F01,21,C3,16,6.2868653535842896
F01,22,C3,16,5.537109136581421
F01,23,C3,16,10.143554747104645
F01,24,C3,16,12.957031264901161
F01,25,C3,16,29.117187440395355
F01,26,C3,16,26.853515625
F01,27,C3,16,24.314453125
F01,28,C3,16,19.783203154802322
F01,29,C3,16,24.3359375
F01,30,C3,16,20.578125
F01,31,C3,16,19.13671875
F01,32,C3,16,7.4453125
F02,0,C3,16,-2.91717529296875
F02,1,C3,16,-1.31982421875
F02,2,C3,16,-1.425018310546875
F02,3,C3,16,-1.546722412109375
F02,4,C3,16,-1.49859619140625
F02,5,C3,16,0.925537109375
F02,6,C3,16,2.392333984375
F02,7,C3,16,1.2525029182434082
F02,8,C3,16,0.38369762897491455
F02,9,C3,16,0.6536864042282104
F02,10,C3,16,2.2223052978515625
F02,11,C3,16,0.8108521699905396
F02,12,C3,16,-0.690185546875
F02,13,C3,16,4.679198980331421
F02,14,C3,16,0.9985963106155396
F02,15,C3,16,0.7642822265625
F02,16,C3,16,0.32867431640625
F02,17,C3,16,2.2252044677734375
F02,18,C3,16,2.2070311903953552
F02,19,C3,16,-0.2924193739891052
F02,20,C3,16,-0.0185546875
F02,21,C3,16,-1.2558593153953552
F02,22,C3,16,1.7109375
F02,23,C3,16,7.871093720197678
F02,24,C3,16,13.769531279802322
F02,25,C3,16,10.687500037252903
F02,26,C3,16,10.101562470197678
F02,27,C3,16,10.425781309604645
F02,28,C3,16,8.539062444120646
F02,29,C3,16,30.79687476158142
F02,30,C3,16,19.246093690395355
F02,31,C3,16,10.507812440395355
F02,32,C3,16,5.890624985098839
F03,0,C3,16,-4.93359375
F03,1,C3,16,0.46826171875
F03,2,C3,16,1.2531843185424805
F03,3,C3,16,0.2962646484375
F03,4,C3,16,-0.6843967437744141
F03,5,C3,16,0.2574976682662964
F03,6,C3,16,-0.2679290771484375
F03,7,C3,16,-0.706527829170227
F03,8,C3,16,0.819091796875
F03,9,C3,16,1.078857421875
F03,10,C3,16,-2.7219239473342896
F03,11,C3,16,-0.569091796875
F03,12,C3,16,-3.622314453125
F03,13,C3,16,-2.422119379043579
F03,14,C3,16,-2.189514398574829
F03,15,C3,16,-0.160888671875
F03,16,C3,16,-4.191406011581421
F03,17,C3,16,-3.3202515244483948
F03,18,C3,16,0.020080626010894775
F03,19,C3,16,-3.0539551377296448
F03,20,C3,16,-0.9742279648780823
F03,21,C3,16,-1.7459717392921448
F03,22,C3,16,1.6757812798023224
F03,23,C3,16,3.97265625
F03,24,C3,16,6.102539032697678
F03,25,C3,16,11.259765625
F03,26,C3,16,21.15625
F03,27,C3,16,19.51171875
F03,28,C3,16,17.00390625
F03,29,C3,16,17.87890625
F03,30,C3,16,15.339843723922968
F03,31,C3,16,10.96875
F03,32,C3,16,6.109374977648258
F04,0,C3,16,-7.203125
F04,1,C3,16,-2.58984375
F04,2,C3,16,-2.58380126953125
F04,3,C3,16,-3.15087890625
F04,4,C3,16,-3.4224853515625
F04,5,C3,16,-3.0805664658546448
F04,6,C3,16,-1.81256103515625
F04,7,C3,16,-2.50048828125
F04,8,C3,16,-3.694671630859375
F04,9,C3,16,-4.02880859375
F04,10,C3,16,-7.381591320037842
F04,11,C3,16,-10.451058745384216
F04,12,C3,16,-3.953643798828125
F04,13,C3,16,-6.8066407442092896
F04,14,C3,16,-9.1845703125
F04,15,C3,16,-6.0984498262405396
F04,16,C3,16,-4.521728515625
F04,17,C3,16,0.6031341552734375
F04,18,C3,16,0.29119861125946045
F04,19,C3,16,-0.5810548067092896
F04,20,C3,16,-0.38671875
F04,21,C3,16,-3.1035155057907104
F04,22,C3,16,0.2109375
F04,23,C3,16,3.410156339406967
F04,24,C3,16,8.236328050494194
F04,25,C3,16,14.550781279802322
F04,26,C3,16,12.95703125
F04,27,C3,16,14.486328125
F04,28,C3,16,18.27734375
F04,29,C3,16,18.6328125
F04,30,C3,16,20.7265625
F04,31,C3,16,14.42968738079071
F04,32,C3,16,7.03125
F05,0,C3,16,8.171875
F05,1,C3,16,0.75732421875
F05,2,C3,16,0.12548828125
F05,3,C3,16,0.37225341796875
F05,4,C3,16,0.32163047790527344
F05,5,C3,16,0.6787567138671875
F05,6,C3,16,0.136962890625
F05,7,C3,16,2.9580079317092896
F05,8,C3,16,2.6257933378219604
F05,9,C3,16,3.63037109375
F05,10,C3,16,4.016480088233948
F05,11,C3,16,4.603515863418579
F05,12,C3,16,6.230819523334503
F05,13,C3,16,9.760192692279816
F05,14,C3,16,2.38372802734375
F05,15,C3,16,1.949737548828125
F05,16,C3,16,1.82293701171875
F05,17,C3,16,4.39697265625
F05,18,C3,16,2.271484375
F05,19,C3,16,1.6757813096046448
F05,20,C3,16,3.1416015625
F05,21,C3,16,3.5498047471046448
F05,22,C3,16,5.305664151906967
F05,23,C3,16,10.76464830338955
F05,24,C3,16,18.7734375
F05,25,C3,16,21.408203125
F05,26,C3,16,21.677734375
F05,27,C3,16,26.0390625
F05,28,C3,16,23.13671875
F05,29,C3,16,26.69140625
F05,30,C3,16,20.59765625
F05,31,C3,16,21.9375
F05,32,C3,16,7.7421875
F06,0,C3,16,-20.31152319908142
F06,1,C3,16,-3.138885498046875
F06,2,C3,16,-2.1400604248046875
F06,3,C3,16,-3.797863006591797
F06,4,C3,16,-2.98583984375
F06,5,C3,16,-5.796630859375
F06,6,C3,16,-6.6339110136032104
F06,7,C3,16,-6.1637572050094604
F06,8,C3,16,-4.57373046875
F06,9,C3,16,-1.66162109375
F06,10,C3,16,-7.3073577880859375
F06,11,C3,16,-4.873046875
F06,12,C3,16,-1.7958985567092896
F06,13,C3,16,-11.229370474815369
F06,14,C3,16,-6.7436524629592896
F06,15,C3,16,-3.1808929443359375
F06,16,C3,16,-8.612060308456421
F06,17,C3,16,-1.3551024198532104
F06,18,C3,16,-0.15882867574691772
F06,19,C3,16,-4.03964227437973
F06,20,C3,16,0.7433775067329407
F06,21,C3,16,0.9997444748878479
F06,22,C3,16,2.4477539658546448
F06,23,C3,16,5.263671815395355
F06,24,C3,16,7.615234375
F06,25,C3,16,6.38671875372529
F06,26,C3,16,21.308593809604645
F06,27,C3,16,19.589843690395355
F06,28,C3,16,17.5546875
F06,29,C3,16,13.671875029802322
F06,30,C3,16,13.351562440395355
F06,31,C3,16,10.906250059604645
F06,32,C3,16,6.3203125
F07,0,C3,16,0.560546875
F07,1,C3,16,0.4677734375
F07,2,C3,16,0.3365478515625
F07,3,C3,16,0.034423828125
F07,4,C3,16,0.3330078125
F07,5,C3,16,0.9810409545898438
F07,6,C3,16,1.52911376953125
F07,7,C3,16,-1.0550535917282104
F07,8,C3,16,1.047119140625
F07,9,C3,16,-0.2926025390625
F07,10,C3,16,0.13623046875
F07,11,C3,16,1.6904298067092896
F07,12,C3,16,1.22772216796875
F07,13,C3,16,-0.541015625
F07,14,C3,16,-2.8300172090530396
F07,15,C3,16,-3.55914306640625
F07,16,C3,16,-7.223174870014191
F07,17,C3,16,-0.5323028564453125
F07,18,C3,16,1.0463867783546448
F07,19,C3,16,-1.3173828125
F07,20,C3,16,1.2167968451976776
F07,21,C3,16,-0.8779296875
F07,22,C3,16,0.9648437201976776
F07,23,C3,16,5.224609404802322
F07,24,C3,16,14.45703125
F07,25,C3,16,30.552734375
F07,26,C3,16,25.042968809604645
F07,27,C3,16,25.357421875
F07,28,C3,16,24.05859375
F07,29,C3,16,22.013671875
F07,30,C3,16,10.77734375
F07,31,C3,16,9.91796875
F07,32,C3,16,6.8984375
F08,0,C3,16,10.531249523162842
F08,1,C3,16,2.18115234375
F08,2,C3,16,0.693359375
F08,3,C3,16,-1.324462890625
F08,4,C3,16,-1.3170166015625
F08,5,C3,16,-1.3899078369140625
F08,6,C3,16,-0.32573699951171875
F08,7,C3,16,1.0233765840530396
F08,8,C3,16,2.3012694120407104
F08,9,C3,16,2.5368653535842896
F08,10,C3,16,6.038207769393921
F08,11,C3,16,0.974945068359375
F08,12,C3,16,-0.3006249666213989
F08,13,C3,16,0.6679686307907104
F08,14,C3,16,-1.877654790878296
F08,15,C3,16,-3.0146941542625427
F08,16,C3,16,2.004261016845703
F08,17,C3,16,5.9376219511032104
F08,18,C3,16,5.236236572265625
F08,19,C3,16,5.487304627895355
F08,20,C3,16,3.9110715985298157
F08,21,C3,16,4.381103456020355
F08,22,C3,16,4.485839903354645
F08,23,C3,16,5.8164061307907104
F08,24,C3,16,8.04931628704071
F08,25,C3,16,31.058593809604645
F08,26,C3,16,24.421875
F08,27,C3,16,23.1640625
F08,28,C3,16,20.615234375
F08,29,C3,16,21.478515625
F08,30,C3,16,17.615234345197678
F08,31,C3,16,10.687500059604645
F08,32,C3,16,5.101562529802322
F09,0,C3,16,0.1796875
F09,1,C3,16,-0.39013671875
F09,2,C3,16,0.20660400390625
F09,3,C3,16,0.24517822265625
F09,4,C3,16,0.9992523193359375
F09,5,C3,16,1.374267578125
F09,6,C3,16,2.9344482421875
F09,7,C3,16,2.1004788875579834
F09,8,C3,16,3.112060546875
F09,9,C3,16,1.6643675565719604
F09,10,C3,16,3.806213140487671
F09,11,C3,16,2.4949337244033813
F09,12,C3,16,0.979278564453125
F09,13,C3,16,4.283081293106079
F09,14,C3,16,3.1120604276657104
F09,15,C3,16,0.5634441375732422
F09,16,C3,16,1.0111464262008667
F09,17,C3,16,7.145156741142273
F09,18,C3,16,7.277343928813934
F09,19,C3,16,7.1293944120407104
F09,20,C3,16,9.726074457168579
F09,21,C3,16,7.7216798067092896
F09,22,C3,16,8.7366943359375
F09,23,C3,16,12.14440906047821
F09,24,C3,16,13.661132879555225
F09,25,C3,16,20.099609375
F09,26,C3,16,18.622070252895355
F09,27,C3,16,17.812499970197678
F09,28,C3,16,15.812499970197678
F09,29,C3,16,16.41796875
F09,30,C3,16,12.64453125
F09,31,C3,16,11.5
F09,32,C3,16,6.32812500372529
F10,0,C3,16,-4.18359375
F10,1,C3,16,-1.4257354736328125
F10,2,C3,16,-1.3257637023925781
F10,3,C3,16,-2.1715240478515625
F10,4,C3,16,-1.7044677734375
F10,5,C3,16,-2.03277587890625
F10,6,C3,16,-1.989990234375
F10,7,C3,16,-4.4296875
F10,8,C3,16,-3.0350341796875
F10,9,C3,16,-1.0810089111328125
F10,10,C3,16,1.7788699865341187
F10,11,C3,16,-2.24658203125
F10,12,C3,16,-1.9330443739891052
F10,13,C3,16,-0.422607421875
F10,14,C3,16,-2.1582030057907104
F10,15,C3,16,1.5739135146141052
F10,16,C3,16,0.7752686142921448
F10,17,C3,16,1.3492432236671448
F10,18,C3,16,0.3232422471046448
F10,19,C3,16,0.6944275498390198
F10,20,C3,16,2.7913514375686646
F10,21,C3,16,1.9914550185203552
F10,22,C3,16,0.0908203125
F10,23,C3,16,2.3164063692092896
F10,24,C3,16,3.22265625
F10,25,C3,16,7.201171919703484
F10,26,C3,16,19.445312470197678
F10,27,C3,16,18.759765625
F10,28,C3,16,17.505859404802322
F10,29,C3,16,17.746093690395355
F10,30,C3,16,10.277343720197678
F10,31,C3,16,11.437500044703484
F10,32,C3,16,6.1484375
F11,0,C3,16,5.87890625
F11,1,C3,16,0.43988037109375
F11,2,C3,16,-0.2512359619140625
F11,3,C3,16,-2.337890625
F11,4,C3,16,-2.3028564453125
F11,5,C3,16,-4.14824104309082
F11,6,C3,16,-4.296875
F11,7,C3,16,-0.6364747285842896
F11,8,C3,16,-0.2705078125
F11,9,C3,16,-1.3879318237304688
F11,10,C3,16,0.6207618713378906
F11,11,C3,16,-2.9941407442092896
F11,12,C3,16,-0.152496337890625
F11,13,C3,16,-1.151916265487671
F11,14,C3,16,-2.1694337129592896
F11,15,C3,16,-2.8025513887405396
F11,16,C3,16,-3.7773436307907104
F11,17,C3,16,4.086181581020355
F11,18,C3,16,3.277122378349304
F11,19,C3,16,4.46981817483902
F11,20,C3,16,5.9843748807907104
F11,21,C3,16,6.430663913488388
F11,22,C3,16,5.988281279802322
F11,23,C3,16,8.451049774885178
F11,24,C3,16,8.64599609375
F11,25,C3,16,16.908203125
F11,26,C3,16,26.724609375
F11,27,C3,16,24.91015625
F11,28,C3,16,22.90234375
F11,29,C3,16,27.59765625
F11,30,C3,16,16.83984375
F11,31,C3,16,17.19140625
F11,32,C3,16,7.453125
F12,0,C3,16,-2.26171875
F12,1,C3,16,-2.046142578125
F12,2,C3,16,-2.1695480346679688
F12,3,C3,16,-2.0309906005859375
F12,4,C3,16,-2.271484375
F12,5,C3,16,-2.191162109375
F12,6,C3,16,-1.91259765625
F12,7,C3,16,-2.5571290254592896
F12,8,C3,16,-0.42309558391571045
F12,9,C3,16,-2.29345703125
F12,10,C3,16,-1.0971680879592896
F12,11,C3,16,-0.25488293170928955
F12,12,C3,16,4.211517333984375
F12,13,C3,16,2.0880125761032104
F12,14,C3,16,2.8232420682907104
F12,15,C3,16,-3.0687255859375
F12,16,C3,16,-0.20306396484375
F12,17,C3,16,1.145736813545227
F12,18,C3,16,-0.09594732522964478
F12,19,C3,16,1.6157227158546448
F12,20,C3,16,2.0819091796875
F12,21,C3,16,1.8525391817092896
F12,22,C3,16,1.3857421278953552
F12,23,C3,16,6.325195282697678
F12,24,C3,16,8.212890669703484
F12,25,C3,16,12.636718690395355
F12,26,C3,16,10.976562440395355
F12,27,C3,16,17.9921875
F12,28,C3,16,17.01171875
F12,29,C3,16,23.14453125
F12,30,C3,16,14.7890625
F12,31,C3,16,17.226562589406967
F12,32,C3,16,6.281249970197678
