group,layer,opponent,n_inputs,mean_logp_margin
F05,26,C2,16,13.306640625
F05,27,C2,16,14.6328125
F05,28,C2,16,15.8671875
F05,29,C2,16,15.632812440395355
F05,30,C2,16,15.2109375
F05,31,C2,16,16.609374970197678
F05,32,C2,16,4.515625
F06,0,C2,16,-6.7099609375
F06,1,C2,16,-0.958350658416748
F06,2,C2,16,-1.3209228515625
F06,3,C2,16,-2.05120849609375
F06,4,C2,16,-2.561279296875
F06,5,C2,16,-2.2363281846046448
F06,6,C2,16,-2.5551757216453552
F06,7,C2,16,-2.5534058213233948
F06,8,C2,16,-3.4642257690429688
F06,9,C2,16,-1.15234375
F06,10,C2,16,-1.591796875
F06,11,C2,16,-0.8007221221923828
F06,12,C2,16,-3.394153654575348
F06,13,C2,16,-4.599609613418579
F06,14,C2,16,-0.3125304579734802
F06,15,C2,16,1.4201661348342896
F06,16,C2,16,-2.339843511581421
F06,17,C2,16,0.77001953125
F06,18,C2,16,1.5035249590873718
F06,19,C2,16,2.9035642743110657
F06,20,C2,16,6.3509521484375
F06,21,C2,16,8.625976324081421
F06,22,C2,16,6.050781309604645
F06,23,C2,16,7.140625059604645
F06,24,C2,16,7.080078214406967
F06,25,C2,16,4.02734375
F06,26,C2,16,12.46484375
F06,27,C2,16,12.285156190395355
F06,28,C2,16,12.132812470197678
F06,29,C2,16,9.18359375
F06,30,C2,16,6.4375
F06,31,C2,16,6.656249985098839
F06,32,C2,16,2.3359374925494194
F07,0,C2,16,3.033203125
F07,1,C2,16,0.981201171875
F07,2,C2,16,0.903564453125
F07,3,C2,16,0.455810546875
F07,4,C2,16,0.256591796875
F07,5,C2,16,1.708099365234375
F07,6,C2,16,1.1202392578125
F07,7,C2,16,2.139892578125
F07,8,C2,16,3.42523193359375
F07,9,C2,16,2.1113739013671875
F07,10,C2,16,2.2001953125
F07,11,C2,16,2.9363099336624146
F07,12,C2,16,2.1977386474609375
F07,13,C2,16,2.7150877714157104
F07,14,C2,16,5.4700316190719604
F07,15,C2,16,5.66012579202652
F07,16,C2,16,1.5205079913139343
F07,17,C2,16,3.978271484375
F07,18,C2,16,2.5620117783546448
F07,19,C2,16,4.686523377895355
F07,20,C2,16,4.371093660593033
F07,21,C2,16,5.053710877895355
F07,22,C2,16,3.9238283038139343
F07,23,C2,16,6.21875
F07,24,C2,16,8.95703125
F07,25,C2,16,9.363281279802322
F07,26,C2,16,8.917968720197678
F07,27,C2,16,11.60546875
F07,28,C2,16,11.46875
F07,29,C2,16,12.515625
F07,30,C2,16,7.582031220197678
F07,31,C2,16,6.421875
F07,32,C2,16,2.468749988824129
F08,0,C2,16,3.914062261581421
F08,1,C2,16,1.852447509765625
F08,2,C2,16,0.5177001953125
F08,3,C2,16,0.043701171875
F08,4,C2,16,-1.0091552734375
F08,5,C2,16,-0.3453368544578552
