family,group,left,right,anchor,layer,cosine_distance,rms_normalized_l2
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,23,0.00046897804210166427,0.030680780264331263
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,24,0.00045239948958919474,0.030326136957210103
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,25,0.0004650720076850856,0.030671612080141443
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,26,0.0005095502437213462,0.031928995569456296
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,27,0.0005717165551424319,0.03406198651737062
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,28,0.0005938419366376957,0.034491826717461656
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,29,0.0005404662756216538,0.03287757794977529
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,30,0.0005628302906440785,0.03355749832084994
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,31,0.000539941005369915,0.032871829816456644
FACT_SWAP,F03,AUX-RB-047,AUX-RB-048,NATIVE_PROMPT_END,32,0.0008785752435459537,0.0708051865371005
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,0,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,1,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,2,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,3,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,4,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,5,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,6,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,7,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,8,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,9,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,10,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,11,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,12,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,13,1.1102230246251565e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,14,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,15,2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,16,1.1102230246251565e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,17,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,18,2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,19,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,20,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,21,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,22,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,23,2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,24,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,25,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,26,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,27,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,28,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,29,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,30,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,31,0.0,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,COMMON_HEADER_END,32,-2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,0,1.1102230246251565e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,1,9.356640080293577e-05,0.014288512399776495
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,2,0.00019308480275348483,0.019651624926854003
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,3,0.0007325659497030568,0.03914043921970571
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,4,0.0006318368186528645,0.035997886999545564
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,5,0.0009405407334379667,0.04455583016119194
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,6,0.0013203000187352876,0.051420685292309205
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,7,0.0021642535457346845,0.06627159218918625
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,8,0.0028519353539316894,0.0763501319597001
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,9,0.004571411402112591,0.09568188534353375
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,10,0.0056775630456430415,0.10717547407996698
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,11,0.003901042515721209,0.08894393267190148
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,12,0.0034013368946722577,0.08258608366844504
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,13,0.005441436936886368,0.1047270377139694
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,14,0.005760638382758199,0.10772646410674432
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,15,0.00559479176740163,0.105889624670929
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,16,0.007722303280305209,0.12442607275210035
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,17,0.0032225601907434065,0.08030426857688412
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,18,0.001998096972164465,0.06331300154557881
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,19,0.002063254305501805,0.06423923539729183
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,20,0.0015419677965315959,0.05601174559505243
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,21,0.002020885699247299,0.06415853084099539
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,22,0.0017859941348277175,0.059860678461356426
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,23,0.0014399454121524213,0.053758442295692835
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,24,0.0011812780517316268,0.04864619856409843
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,25,0.000994089304517054,0.0447623827369591
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,26,0.0008938071645415713,0.042465285817360435
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,27,0.000798311887903802,0.04007279322771284
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,28,0.0007609145124084504,0.040007697331672386
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,29,0.0007762930098214049,0.040573158023727934
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,30,0.0008591694041817366,0.042633613853784925
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,31,0.0007079384988616377,0.038606167470146315
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R2_END,32,0.00019471898576384206,0.02014969581398881
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,0,1.1102230246251565e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,1,2.0800355308825402e-05,0.007685134267391278
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,2,7.303956030357828e-05,0.01208633139790536
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,3,0.0004426423533177015,0.030889168602342608
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,4,0.00041551490789260015,0.032802605430909106
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,5,0.000678395372748053,0.03973300949385597
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,6,0.0007791913998244082,0.04037827368244415
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,7,0.001158745094609226,0.04974324210921239
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,8,0.0013606729750975655,0.05357569247390204
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,9,0.002878862771395041,0.07694011237466987
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,10,0.004410774661888661,0.09485610308624164
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,11,0.003131015009743332,0.08065810939809688
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,12,0.0038291310483439256,0.08839639093441162
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,13,0.008046834918532642,0.12845167449747674
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,14,0.008264720557167649,0.1302236081499249
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,15,0.005445896712971021,0.10578006855051224
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,16,0.008634535586164116,0.1334187113317938
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,17,0.005492298793774997,0.10495262299253331
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,18,0.0038711129636400665,0.08817256628572176
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,19,0.003614094590004502,0.08510448203270127
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,20,0.002788716431425753,0.07495748322763574
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,21,0.0041767821395189975,0.09144993532932817
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,22,0.0025296441833617678,0.07155065493220052
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,23,0.0021277024483625784,0.06565470677944388
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,24,0.0018602693770695122,0.06179320055056674
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,25,0.0016306977889599672,0.057201318268194745
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,26,0.0015789554535646788,0.05631773536209391
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,27,0.0013645545269936887,0.05229580184102849
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,28,0.0012025412930657398,0.04910919782592359
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,29,0.0011908936924062141,0.048810993770329505
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,30,0.0012895233114949,0.050947328485950995
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,31,0.0010018588176854415,0.0447992828571916
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,R1_END,32,0.0002729701100288029,0.02459088630221164
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,0,2.220446049250313e-16,0.0
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,1,4.94393207828292e-06,0.0031445163259186753
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,2,3.249007582040164e-05,0.011037576292452762
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,3,0.00036273035969913714,0.02693460506275199
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,4,0.00029987411028964406,0.025529630102459917
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,5,0.0003758216415429283,0.02810085075815348
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,6,0.00042126557903465756,0.02918175190015497
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,7,0.0005559571192980117,0.03336764343881805
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,8,0.0005070732722386451,0.03187436199363726
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,9,0.0005010646809083807,0.03184275740167325
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,10,0.00044579870287386747,0.03064344468286762
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,11,0.0003621217378436681,0.027215035962661213
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,12,0.0002709477929044857,0.023531071980047225
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,13,0.0006339696490339497,0.035837368051872535
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,14,0.0004725538322926104,0.030819158842644374
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,15,0.00047025459363625455,0.0309434416015816
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,16,0.000769218054332832,0.0393689378265476
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,17,0.0007019215560651881,0.038845771209425034
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,18,0.0007055913690655613,0.037668976301990495
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,19,0.0007061739049463167,0.03901461504520123
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,20,0.0006695165365179223,0.036852627141598884
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,21,0.0007738479223251549,0.039605030613490626
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,22,0.0006473329850621434,0.035982123991948126
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,23,0.0005798538851293777,0.034080337279653455
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,24,0.0006073096120057242,0.034945884265592114
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,25,0.0006597961709373656,0.03649146638631918
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,26,0.0007533256729830295,0.03897914802407874
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,27,0.0008304455664244204,0.04093400794245097
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,28,0.0009711273775918627,0.04547344838013997
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,29,0.000992997394804629,0.04567197094723999
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,30,0.0010579382407164273,0.04701097209312155
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,31,0.0010180155558239257,0.04554518431353472
SAME_FACT_BACKGROUND,F04,AUX-RB-049,AUX-RB-050,NATIVE_PROMPT_END,32,0.0009433661235092039,0.05748994175557101
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,0,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,1,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,2,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,3,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,4,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,5,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,6,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,7,2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,8,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,9,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,10,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,11,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,12,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,13,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,14,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,15,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,16,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,17,2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,18,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,19,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,20,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,21,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,22,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,23,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,24,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,25,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,26,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,27,-2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,28,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,29,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,30,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,31,0.0,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,COMMON_HEADER_END,32,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,0,1.1102230246251565e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,1,4.564960553365971e-05,0.00955506477479407
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,2,0.00011560414430433763,0.015205587276683223
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,3,0.0005517004325763519,0.03322170389105393
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,4,0.0004586823958721009,0.0306053005966302
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,5,0.0005931123651632397,0.03555943287213583
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,6,0.0005982681521231603,0.036347512486255396
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,7,0.000764107029029959,0.03951400450889852
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,8,0.0009111351478636731,0.043562546031666816
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,9,0.0017308971397783646,0.062234501706159295
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,10,0.0017707270695466182,0.05951186573512892
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,11,0.0013964839541156238,0.05323274574319394
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,12,0.0012356521270825427,0.04983217920546097
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,13,0.0020082513949958303,0.06451106630721501
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,14,0.002551769177258967,0.07315855232205051
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,15,0.0023833791864737996,0.06914086736114697
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,16,0.0029750415323356316,0.07728015349244971
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,17,0.0021600025931246547,0.06593560387433381
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,18,0.0013180322724208882,0.052625627995088416
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,19,0.0009829824807766618,0.046416062816156387
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,20,0.0007725293446243509,0.04070003834360788
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,21,0.0009950530346864994,0.0449125066407473
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,22,0.0009335211701818613,0.04331391892966324
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,23,0.0007063232840675004,0.03758792487462368
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,24,0.000560203403400461,0.0336253506775053
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,25,0.0004338148442611933,0.029850721540527494
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,26,0.000411009867507639,0.028820073638906932
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,27,0.0005349329388646407,0.03304753006090042
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,28,0.0004995049024729692,0.032049144615089835
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,29,0.0005535518851403909,0.03422453323494386
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,30,0.0006475331949477026,0.0363742854487408
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,31,0.0005814412477977982,0.03442395658542029
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,R1_END,32,0.00019029503814493864,0.02556399109396977
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,0,2.220446049250313e-16,0.0
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,1,3.0897633918058887e-06,0.002485883699239405
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,2,2.682960791033917e-05,0.010600506629407865
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,3,0.000245549458127714,0.02262499149143032
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,4,0.00029841829286159083,0.026553916614484106
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,5,0.00044841533496242647,0.031109800189312527
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,6,0.0004971438043586129,0.032202218735955856
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,7,0.0006308990365909706,0.036993523304374776
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,8,0.00044426551501985934,0.03187615326059501
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,9,0.00048523635988328984,0.033391956441803594
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,10,0.00046477733621985706,0.03390798989973571
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,11,0.00040294997606471483,0.028795609120194205
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,12,0.00026956447166537334,0.024121093849477557
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,13,0.0005132931317287648,0.032378392150783364
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,14,0.0005854313375599496,0.0343541671870805
FACT_SWAP,F04,AUX-RB-051,AUX-RB-052,NATIVE_PROMPT_END,15,0.0006805468361111844,0.03695839669390724
