experiment_id,date,direction,task_type,model,revision,paper_official_pct,reproduced_official_correct,total,reproduced_official_pct,difference_pp,candidate_only_correct,candidate_only_pct,official_wrong1,official_errors,official_wrong1_share_pct,official_candidate_agreement_correct,official_candidate_agreement_pct,audited_exact_correct,audited_exact_total,audited_variant_correct,audited_variant_total,gpu,dtype,private_source_jsonl_sha256,private_source_summary_sha256,private_source_diagnostics_sha256,private_source_log_sha256
EXP-20260825,2026-08-25,jp_zh,translation_type1,mistralai/Mistral-7B-Instruct-v0.2,63a8b081895390a26e140280378bc85ec8bce07a,49.78,233,462,50.433,0.653,205,44.372,160,229,69.869,394,85.281,102,233,128,226,NVIDIA A40 48GB,bfloat16,a05542eaffbfaf01201244598a7a5eff9dd05b8368dcb1c3420cfce5bdf2dd41,a39456faa7dabbeea6d6206aade050c0be95206a33cd7335fe1fbaeecec5d670,dc81e58526b0a01bf39e023113454c077c3cf8249c165e4774c39f8ca5e18f7d,a7343a333776c226ff0d599799563cc1300d93aa41a6a73adac6c03192f3a195
