experiment_id,date,direction,task_type,model,revision,paper_official_pct,reproduced_official_correct,total,reproduced_official_pct,difference_pp,candidate_only_correct,candidate_only_pct,official_wrong1,official_errors,official_wrong1_share_pct,official_candidate_agreement_correct,official_candidate_agreement_pct,audited_exact_correct,audited_exact_total,audited_variant_correct,audited_variant_total,gpu,dtype,private_source_jsonl_sha256,private_source_summary_sha256,private_source_diagnostics_sha256,private_source_log_sha256
EXP-20260825,2026-08-25,jp_zh,translation_type1,google/gemma-7b,ff6768d9368919a1f025a54f9f5aa0ee591730bb,61.04,281,462,60.823,-0.217,272,58.874,145,181,80.110,376,81.385,145,233,133,226,NVIDIA A40 48GB,bfloat16,e5be83a5397136115e073485796123c500eef36b9c6034ca1e4b4bc2a2c39bb8,8de641a1b825b1b8a8ba82b801fe60f255cc83d36e2ae3c7fb5cb3298fee7dae,a8caed4e03b4599cda88cfa2b27aab3af3f552fe2bd0cbbb9234b2af372f60dc,bd5642b01d121f7573f2931331710ae2549b8be1440a36e6410462b0a9ac7af4
